,IdBarrio,Nombre_Barrio,IdCiu,Id_Coor,IdUPC
0,41932f50f28340c0aaa58873b3284dca,Comité del Pueblo,555507a782074fc9912ea9b3fafdebf3,c284ba1056d14f11a826a31d1a096043,e4380a22d049467c828a2c9acd068651
1,175947f985974c0581bd5a0e3c052f3c,San Roque,e56b70ea248449f0befb690758f55891,c2a65b8203e142958454837991bbd11a,1d8bd00b24184fefb9826175111f6998
2,b72e3929babd413d8d9ec0b0ae11a702,San Diego,5b36ac09275146b7993595feb4dcf942,ca0f175163e44063993d9b45d414aa16,9799c46482c4499faa901ade0c650c3d
3,63c14df4ab8b4a9badb646601841d9d1,San Diego,675afc045a0a4d6e8a6367fdadfeb713,80d3d2a9ad604cd6b4236c9b6da87d6a,612f6216b5774abe93179f1ab5cd72d4
4,fd1854f6e8074b8fbd949da80aa9c40c,La Libertad,f010136bff1a41879b28c21eceec32e2,340e2f32b8df45faa1efc09f26e96807,39f1558bf36c4145a20e2a1bd5f6a84e
5,0d8a953b11124976bf7d0d9157ac0698,San Diego,d47cfb39e3614742b062180a5616445f,6fd109bcaf29423cbb89fb9c658235e7,533d383f37a94dec9d0c369619e12a76
6,59bc6338444f4b58a2c3bc14c1f6aaad,San Roque,24eb337d814049f7b57c695e9fd4f87a,f69255abfd814ed2a6593693b6f6074f,5eb787ccaba64008b24b6b4ec6654bbd
7,e79f18f47b024a64ae315365ba707fd4,San Diego,f9688d61ce254898bb53b1b46458656e,ced2188100a241048c3564c7282743ee,7190613f2aa146798bf0f024210cfde0
8,c3077e17a37d45e4a154b062a919c997,San Diego,e5a5daf4c461430ab095633cd95690f6,2d02e49a634e4537875a9168674b836d,ad208457697c4ee8aad3f135ec771804
9,25a34d897b2144299ad94840b98d471c,San Diego,0745ed97a9324f8d94f023552e498d61,bbe58a24942946c0ab0fdb3eeaa35825,7a0f2f1091954d4b8833ad11f34051ff
10,689daa1269b743e1a9c7953d86699b2f,San Diego,6e52657ca5ee497dbac1f88d94039fac,42853f1047c9470aae8007ef83d1040e,0cb0645b99684fd089e75e5668f761ec
11,6d0edb2288444aa68f442fa09293f4fd,San Diego,2417cc9837504b1c9cf15921cd0e34eb,cbb1bd652b474ff89c93f5fe20ee548c,315ad4799919417db5f5d462b247535a
12,8de969d655b04b78ae8da0818be23342,San Diego,b7208c751db447cda7b8347292fe0474,73cc6b9f12b744429e2ab57bde3f6bd6,98b9c61ea80d4b70875ae3fa0374f812
13,993d08d0a33b491c9d9a8b717489a4a4,San Juan,19ea4a8275c949099e5cdc8d1baa3955,9bf07566ea664daf9515e1a99a573ff6,87632d6b1bd641bb95a512f5ac538bbe
14,18d35a93582846bcad0c16e6d11806e4,San Diego,26cf7fc4d77447cc82c98939b860aa78,cc8bf1480b924cfd87c1220b6c4d35d5,751df2beb74a4d6b9f8c327eb353c523
15,b6acd0bb5b1d4e0a96b4cee65679a92d,San Diego,d0a6ef30b5e34aaa85fb8358ff6c97ab,c5a7ab55ca87421ab84499ed77f46520,be1f9ad04b0243949930956dfa2f05a5
16,722517e5870b4a67b24ae4e488af8a95,San Roque,7030b633c8974a89a188edbe892d9af7,93e5471241d74bcbab39c8d2139b5a0e,305ea807955b4247afb6a057f689e590
17,faf1f0123263493bb188042cc4476f16,San Diego,4a94db23e82a456293798ebcd115b8a4,1f0642fdc8304a16b096e0315f267729,394b8100e4c0479b8f41ae64d45d1fc1
18,8884056ad3ee447f9c0cd491b386db2b,San Diego,79ae25c0d7c34d698fb2fc87f9c1d731,5f66a29d25cf45ff842dbcc15929da9e,09310ad396b5451ea4bf6e7440aca2bf
19,fa2ab00222f24dbcad9ded65f5a5e63b,Rumipamba,ad8f7274626f4ef293cf753d39bab8f8,ec5cb77802c44395a4025ed47dee795f,42854fc2e63c4009b7400a28d69012bc
20,0637a3a708434a218f0f5ea934315318,La Ferroviaria,76c6d355529448d6a6ca94970d878fa8,5242940441e048869db1390a1a7985f0,81f08db066e54372a1a6df576203b288
21,ef4d62b1064e45c581f7fae752fb8eb3,San Diego,88824dc737b1488285b91f1621edbbe6,3650cabe8d914aad937e702094cbd674,69f2e02585964bf3826f860cd2ba8599
22,b3beb3c8eb09467cba1796fbe3ce66da,Cochapamba,814cae4f5fc14da69cf7cbcdd6a2bffe,eabd7343c0214ef7af7194034a7d3b31,70e145f10fed4c768fb723a199df7406
23,39e303141dcd40f59aabef66b3b55901,San Juan,b2173648c44344dfb0226170a0e2d6d4,7026f55e4b354f32916c12552fb4b4c8,8cc0f0f1796f4d7a87f02a5350a4a855
24,628d89d11c9b4230bf5df22d4407d094,Cotocollao,878ce913b00d4fc79bffa7c95f5c422f,9ae9b20da14e4176a6c4a2d8b6ccb016,ce6a9001a0b849cdbec1f2d12004992b
25,c54913c5976d4a3ab56f8c10a59c0235,San Bartolo,fd68a7b34aee4ca7be5dd440cbc60e85,41e80e6f1214433a97433b16aa0af8d2,8698fc13ef25485dbbbdd488dfdebba5
26,2952dc8e8d484167ba27dc33dbcd8f3f,San Diego,ed739c5b103847408194a7a2d08dd6e4,91ad46b33e14475dad07301d1461178c,e97a72b1d37c45099d053cd334ccf1ee
27,f6c3b33dbfb54ef0b9ba65f15bc2620e,Puengasí,9ba1313a588047c59c77333081d87218,a31edeaeb874427ab03f73feaf55473d,b3910dabe0544ce18ae634bb9f7b9a0d
28,962b6b27445f4d839d86bdb7ee58426d,Kennedy,3f4c861a2e67497eb7cea1b0dad8794d,c1869bae09274be2897e3e41d88f3c53,7d1d0611ae2b4b09904594e7d75d1c4c
29,c0f123f4a481402489a1fc52f73e2d28,Turubamba,0c65598313fd4721a18c2b069e852f18,4647aa24584446fda9abb17e067daed0,c6b286e9b0384d9c8d72eb0f80f341a4
30,84eb693eb8f64f689820dbf72b71b963,San Diego,58a108f6b48f4e63899d51c2e46314c3,063e5259cdf54ae19d93277a483495f0,2280941f04dc474fb627ff1a97ca0ac3
31,8dd178b1c5144e6aae3b2a9f96d4f12f,San Diego,5787df4e1fa04ef69065c7945aed3dc9,820ac23167204733924f35b7187847ae,387c49f72cfd4576ad610c27a3faaf13
32,cde1ed77d3b04ee2882a84bdd502a2be,San Diego,154d98b5141d452f9141c2e92fbbb50a,1bd6d66e671b48a99d43330b7bd97504,aed2620f9c974d21b221eb40e97ba48a
33,0bb2302d562c45beb04b75091121a794,Kennedy,749196a3d7a64c83b0b9018fae1a41ea,5a37f627202645fea30651421655a135,9b4bf13ffa964b498434f93a9baac6b6
34,9c67736b61004ca0bcb7128f6b20b5f5,San Diego,5fa6ae50709a4cc294a1c1db2bcbce74,12a10730a26943168e5eb6dcc447f647,f0c9c836b4664c099927d0af0e63b506
35,f8ed52cfc5db4d08b5be7360002b93ce,Belisario Quevedo,7312e52789674543a03d23469ba67d05,8676040790cb4a288ecc5970708ebf41,6d962edfc9654cf7b243817a05e85b7e
36,055d9e5862c543438638fbbc477a7e9f,La Mena,b01954cb477d4f55a6746e1f76f1720e,be432fbd1c7842b69c24ed09a46e4706,1f746e10f4ae44c5923aa865aea499ac
37,201fa281b4bc45c89dc5feaae49d1429,San Diego,0e6652af5bc342ac9f9c7fa43135f5e1,90897155715f456c9aea13fddda3dca3,b2f944462fc443acb626c78adb49cf5c
38,001967831a5741bca27a2d154d4f243c,Iñaquito,08d28b594622476d92346933e5265c82,cc8c043553e247098951c8ce68cb4bcd,a8d125fb4970401a8380234c71a92d43
39,3096afe3c0054448b6a4db2a228fa453,Puengasí,799410bfe64941d9b9d7ff2888822d11,d4c27501838c4058accb0079e4713542,0e3b6ae7b45e43e2add57d9ee5394b62
40,d12f6f650d0a45879668f084f847a781,San Diego,7f3b8dc308c0455797fe6c5a244b0ae0,1fba9599dbc647e2911c6c4006d442c2,6ebc43ed0f704b98bf20f39ac8850324
41,8821f03a85e749eda38229d5cafe04c6,San Juan,f3669670014440dd844830ba90a08169,2e72ae95013f459bb03fff1f077eed41,ed23c442ba944eb5852a8a67a2d5b15e
42,9135cd643246493fa9353788c59399c4,San Diego,383c5b068bd84b7d951bb6b7ab8a6f5e,89f651bc262f466db58b94a6d2b5eb52,647dc4f98f6c4adea41e6c9913cf1950
43,e62c78bc1e13467cae6867cb94d53ae0,Guamaní,b8f4a8924289487aadde960a0984164c,007adc7b5d3b49caa1603bf760c42352,d2a8e803640e4ef7a1c2c1fa2374e306
44,6ca625cad3eb46a1a575e6442c0e5261,La Mena,9fb79eb5652145308d974affeecedd10,8a5b686f0f0f47b9b7828406e78a2fb9,602ef1868cf74c74a07ed246755cdfae
45,8640f108105c4a5fb16abcd421bf7590,San Diego,4dda2faf06bf4d7abf2d338327fbbbcd,2de55426ed72427bbf028be0aecc11e6,dcb01227516346ff9bfb2dab6da54638
46,74cf384ecd2241acb8cb158dca9b2ef4,La Ecuatoriana,3a40467cb6974140ae42b7e8514f374a,e8362ab06e874f7da9bf8b7bbf2d17cd,0c36dcab310c405ab6391881b8b3495d
47,e9cccc4365254f1c8f99d2bdea660511,San Diego,c77489015f0e4679aa43e72c2ea6f090,5ed5a155302a4da8b779c82e519dd844,2574c61e7c7143f7a3cafc39513a8f10
48,d98e62308b4b4ae28e9112ab3f406b09,La Argelia,c675cc9dbae54b73a63c9eaf4fd2796f,d756e5c1fc6643caba7bc82806cc9700,cf2c858ed746441c91f4847c52587bf6
49,68c8ad117b384c21aee1eae5b28cffa6,San Diego,6bcbe1606d644c6fa6ef357fe6d5f069,38c0f194bebd4bd29e17c01a82ff4c67,7f6460f8beb84ec3aa2563cecc8a05dc
