,Id_Coor,Latitud,Longitud
0,f0e56213de6d4d2587bec6633f746e00,0.1384323467121826,-78.27949902542521
1,99a75387cbdb45a3a71c21ae60fc5bbf,0.5837851943875423,-78.99621404971164
2,332bd1a30c544473ba9aa9b8d519bbb5,0.03844417165979204,-78.26248541401343
3,08626058fa1f4fa8a848590bd7850c2f,0.4397604098210777,-78.04017837552888
4,22d1b964ed7041abbe3852336c8b40f9,0.12192621767996235,-78.29193937015087
5,e4e5f81887894cab9ddab40fe10bccd1,0.4933968630715964,-78.83974291542378
6,b977038a2d5c404492a438bea3e3ee0c,0.33175447759204346,-78.18095285088918
7,c19abf8f7e614a019804c26aad05869b,0.6014121595754357,-78.73931853618569
8,11fa8663dded4c998d1d2b319121a19a,0.05709533569760446,-78.59213128135367
9,39cb4c34b96c471b885a949b37f9d6ab,0.10447967334200417,-78.05881591368554
10,d11e3e306a7f4c918e81e6b8ec7f4230,0.466726856028227,-78.76630228756807
11,9c6c2b8b10224c32a8d5bf7d5bc9188f,0.5345495834660361,-78.50062199625317
12,51fd50fa313f48bb9a0905d902f80912,0.3889682394815441,-78.30718014169132
13,d8ac06784f044dd29208b575f38eef53,0.0068340540254118514,-78.62944528776559
14,9ffe2b9e8e2548d080531d62981086a4,0.851363223368547,-78.63921820608398
15,398433b494bf467bbe76ea3fde434af8,0.31818414237590165,-78.17221100387695
16,2a849c13b2454665a0d739950b3ccd36,0.806931126925345,-78.17929144895115
17,0e0346d4132a4973b9b8b2a0e4f6f902,0.5714698700175731,-78.63137208195765
18,e386b8170e40417a82be8e5630bb224c,0.37039390644923903,-78.12293396575838
19,132b549828554d81838a41dfe9133004,0.7216937567377285,-78.39769181484715
20,dc49955748774128a044c5e37cd13886,0.795535248309557,-78.8673941591488
21,ea9ee003f7fb45198558df0d118d4087,0.5560664705067132,-78.6736603596404
22,f0ac664d178a49b9b097d42ebabde2fc,0.012365412827449197,-78.05923605706023
