,IdCiu,Nombre_Ciu,Status_Ciu,idProv,Id_Canton,Id_Coor
0,233844e2c0244e7cb4f5baf4310abf48,San Miguel De Los Bancos,En vigencia,3e29afa60d1f49e09ee23b881efc30b7,670c9fd0c28d403386fde7a941792564,47e0eb9078784c4f91280f70c302f97d
1,08a96b3785a64f1fa1980afbce1b6593,Quito,En vigencia,7b676c471b59471c9640b4a65fed4aaa,14f6adfa3e904eaf855d8a5783054efd,e9de11facce04749a1e4bd62c988cb17
2,af11d578153847febeb91a8cf84cc38a,Quito,En vigencia,cf488b9fbbbc4e38817a7add6939188b,e28f7aa7eed34dcc955fc6ed96edead2,554c8b071a294c3d9b095ae783519e8a
3,744ab833524644c9b671a0c5c912215f,Quito,En vigencia,a59fd0bdc95c44f28911ef4ae92edf41,ae1040d8336d4bb9b23e2147c43f89cb,9435ea4eb8a047efa5b45a8b5c97a1a8
4,2bf4737246374a359989c83f408f1c23,Quito,En vigencia,825db0ad725a47b6889f0eed384b5934,04b26d0e0a214a0db1d51a9d1997fdf4,2bd3bb28402d4556a611a247c454d382
5,845fd75af5354d1bbaeb79906e668940,Tabacundo,En vigencia,14c2d877510b4d5ca8ceb46f5fa08733,77e2e625fd4a4ebdbb7ba1f33ccde670,e68ca766b0634989942a6882392c14f1
6,00156451e2b144698513ed3d0b55bc5d,Quito,En vigencia,6cb068ebd7db406c9431d9b138b0dccd,fc5c21037e284f81a139b7de6d84a8b0,8483944641e54902bbf363b872ccbcaa
7,0afa2d4aeb4f484197e81118b14b6a06,Quito,En vigencia,7aeece85039647bfbe396673d2a6fd34,81dec9dfec70413199033f406742241e,25df0624645343cb98a2b683c93bc8cb
8,bd8d101f2eb448b7b15d833abcb39818,Quito,En vigencia,d6f32d7e742a40ec8e0276159cb58b1b,98cbcce8881249bab79dfb6165ce8aa3,40536e7534fc41948132c7aa0c160ada
9,c467650c24b74c94885e0115dab1b76e,Quito,En vigencia,5f9c06654b364618a28d17b1d5a1e046,4e3c143f9ac843ecbfeb5977b26587ad,1b9ea72c41c7466f8eea0702c69fccd4
10,0f647c32b68846f683423bc222d00059,Quito,En vigencia,d51536a49f064125ba9a314ede78f661,c40fb8125b4842458592db807b2980cb,0c2ac9af505a4af2a5e8852d1551eb99
11,6135fa927c8a4b718d81a7da776972dd,Quito,En vigencia,a3070da5cc5e4d59b969b9f28bc58601,ac9106ae47d84baf80fa4d80ca803555,4a13353186294564873c656f8d63713b
12,4bbb3ee93cf344d3b7a3ee5f8b501bf3,Quito,En vigencia,755fcd52eb1d47999821ec7e7edae7cb,c0203f3abe024070b354df068bf9f0b8,65c8f0d2fce24abab0a78472fcaad73b
13,479dd24adc8145149f64e61677e3673d,Quito,En vigencia,cf629edf13c14522ad0ec3be0253b651,8c4a250ad66a458a82c4bb98e4fbba2a,c4fc5902cb2740df8b08a6b56ef2a5dd
14,93547ecc3ffc4d54a247bb75dd52f0cb,Quito,En vigencia,58a2e199323e4a559a64daa3d42cf4cc,6b4454b55f8d479d8b236c271698b85d,521f4229a3b543c0afd0d29b9fe8be4b
15,e1f1796d8c284396b03473a0679b50e7,Quito,En vigencia,23591bbdb8424cfb81877f628d757283,8105a2ac3964485bbdd66619a883d874,7f5a8b56d5ad4c4bb0a8338844850346
16,2fa66a62b795444cbe28a625ac94b116,Quito,En vigencia,2204b47436ab46ca93e390cc9a18d388,8970203e52b546069f4dec2d9b6832d1,6f49500c9b71409987375c6ceb3d8cab
17,6826d971332c485a813608adf7591338,Sangolquí,En vigencia,61eca7dcca5a46e1920f8c96e10d0134,4f6ec20c29b4407a8b8d19c573443286,4d10d8f5786d4d9aa26cb33ba508f382
18,5e3f962c4fe045718aa39e44bca6f5e8,Quito,En vigencia,09c3e50a14c1478caa0f8cc2929946ed,540b0a5e1e3e4df98f4e105fe872a6ea,e9462bd259b144f1ae202e3208146359
19,f3d7f3bcf7714306ab36c0271a67a9dd,Quito,En vigencia,a72b2c4332ba4d319042a67943590e2b,f9c7a2324b064060a12f65d01437c302,214dcb6aa5014ef9b19f19be3ee215ce
20,62beedbfaa714dbaa68d1d4e11714e02,San Miguel De Los Bancos,En vigencia,3210eb1e6423480b85590ff9e4802de1,72d64a285ab245b8a9a85b874ae3a2b6,df6dd76c92064ed19d7a2fe4860f31f1
21,913934450b5d4755becebea828a73d70,Quito,En vigencia,10b79278059c4ff281ed740c04931e10,56a7c4f3e6be47c89c986b431e4d178f,d88b47cd5dbb43cfa6f37126b0bdb3fa
22,a18b25f776a34ce9898dbd9cf3f08e8c,Quito,En vigencia,c5f877e801f84788a81d6de1563c603b,7cf627c70e254deba9cf9e6ae22fd654,fe2433149edc499db6771954b8b3bcdc
23,50b8d1c4b8d443faa5b2841ad0178483,Quito,En vigencia,b4e13cd9755e4909b4f801aeb6e3d128,072af784daec4ced96f62d8a08b5957c,edaeca22bafe4458b9b6c9b057de7ecf
24,a282838044b54b4885e76c4aae7df5eb,Cayambe,En vigencia,c0e3fe831fa84f828880058e090178d2,68efcb12a1e342b783505776317495c1,37defcee5abc4c49a03d1fb00cde9a28
25,ac22ca09da134fb69843dad4c1f7b300,Quito,En vigencia,b4387c1db44d4aebb363b987d4176954,1b7540c35d0644f2a621d00d62442cc1,671e1834aa1143b3a4ebefd43a270f7d
26,69f6fda41e94460f8ab791e981502625,Cayambe,En vigencia,3b800063b8dc4273881a32aa57b44192,16c379566cad48818b86b34d84ba0c49,3b8b75e1bf9c464db5b7b688361401c2
27,5c4606b1d1af44fdaceb288ffb849c8a,Quito,En vigencia,a3302cd5780647f6a3408a5d9fd08c0b,711b1903a553499f97af1215b8afb6b4,de4aad81e0f6452b87c5934c6d4f5423
28,3aff7d8f6ce34e8790bc38c682033037,Machachi,En vigencia,1c9673a2612c4cbea6a4935b145c0510,316d6f44bcae42b7aba29ddc2ca6325f,65a92b877f69408da32f4431253031b6
29,945f64b8b1224913831915dcc0d19d31,Cayambe,En vigencia,40a65eaa22cc46cc8789d7e16e340338,289351b0097647948363b0d5b4ce642c,41778bfb712441cb95665d5d140a5417
30,306bbe8284974d929c1d610855a6fffd,Aloag,En vigencia,8c31e64df257450888b2ddfc8b3e8a3c,28cd93c8e8a84b418ce3d3cf7b6a2c8b,01c2789ffdd547ea863570df1da16d9e
31,67c241c7eee04a8ba9b50326b0044edc,Quito,En vigencia,bb5a484f07c94a3db9a111bb5b559a24,466c855cfc3f405080a55c31f166cdbf,e5187d38c25a4be9b73ba73a231637e1
32,bc6732c333f64b80839deaff76696aec,Aloag,No existe,97270a184bc345b6a65ad9565f187471,443f11fab29f468c9501f01da674d02c,60e1ebdd2f8f4ebf82b213055b81805b
33,7ae703d6fd0540b19f21fb866c419694,Quito,En vigencia,81e9900b3a53430a922379f8ac12609d,f98be8ec51504e2496af11925107031c,491a8ebe96874de98f394b841029dfd3
34,4b65cabd20a646b9a38d0e010b3da784,Machachi,En vigencia,3dc4eed10aa44d00b3626820b4918479,4a33dda4e7ed44c8919e0e43ba8c30f8,9b74caef5e674247a0ae97ce447324a6
35,46d73cedba974285929f8c5fb602a778,Quito,En vigencia,bb62066411a34c81b657bf99dd48c298,3b96845ec6574e8495d3115f49028b87,191b1c4ab8754772bc609c2ed13593a2
36,29e9d5aeb8da4cabae7b4121d0f49069,Quito,En vigencia,22d4b8c6bbdf444bb10c559be07bb067,54f2d387106240ab93986eb2e73ff2e0,188a6c4765b7453fb35754991d38dc39
37,164b4dc321294f3aa4685ec48555831e,Quito,En vigencia,976254155db14bb8b215fd3354848a18,837eecbb71424a0f904a79d3642199aa,b92c76acdd74413c9c19185857dc605f
38,3db2692a5a4e415585548ac9753253aa,Quito,En vigencia,f9642614a9f4456e96adc576f4c62d4c,802604debf7d4c238e177e76d9b1f47d,0f1b2d8bce924d14b33011c5377f4f99
39,2fff9c796d034682a7f116513cc8a208,Quito,En vigencia,61f1a8053402489cae34e6bb66ce9e7b,0267933b58cf4cf2a65aa1e9206e0097,739f12c22c6245dba18699ee40966fb8
40,c3f8c4372ee24c909358da70ad53da2a,Quito,En vigencia,c96164355fa2448b8c4dabe89d2ee4f8,8d683e911fa14915bd49b5406777ac77,e40bcee0c5284350b647c4fda8a15316
41,a34567f5fb07451f9d8c366a69fd8dd6,Quito,En vigencia,cab3ef1aedf0414ab06edcd751051911,3deb9b41f1c4492893ed1a3f3deeeb99,68292ad96a094f93bb42f36218e9d5ef
42,cd0b35430e11416a97ff7d472c3bf9a1,Quito,En vigencia,0ff2ae4c0575474ab6d587cf5986cbd2,f813ba94f57342168742cbe904860716,dcd6d8736a804ffd831b5ec4d1331e77
43,bf8600971a994fd8b1de5165e8edb684,Quito,En vigencia,4c05501323a24460add20318a78fb74a,5695bed1cb91475296b000ca6c6a4132,e95ce5bc6cd44673882cc6aea92906f9
44,98334f7cb7374d1fab04b61e5bf96a65,Quito,En vigencia,61414a43e58241ee90aca015b0eac067,f503405bc1284868985e1d1919805436,4e37e754b90742e8b60110f7c97c30cd
45,dac3a26c4613422db4447988dfd47779,Tabacundo,En vigencia,86f1b85f996d423786392fa6f077ab49,eeac086e64cb4d2aa155723d72179a76,34d3d74be2a04e14b21fb3adbec8c028
46,6e985791106642068de478950c9317c0,Machachi,En vigencia,626420f720324ece927036d33c8eb1fe,44837117c1514cf8b08202d166694d0c,20b825596b124782b17a557d89b798d8
47,f946bd75b97d402286ea5f93ed064b4b,Tabacundo,En vigencia,1796c0955e114c879e8b697e2052472b,15dcc16f178d4583a98863af8f3e477a,d4aa746a88bc468999df6f2ab4b784e5
48,007d6ab88c6f435e8f44a0e77f107ed0,Quito,En vigencia,ba9acca8dd2e4ce3990da18a0b176653,e6066afd128446248a5fa9a78afe93e0,de91a30894ea4d07abbaf8a004fdc2d5
49,ae88529fb5ff4ba0b84f9eca6811d167,Tabacundo,En vigencia,9cccbba414664a56b0fab135bb82c432,1cb85a4d3dc64980a8b0af4772395681,d5e957fb5be54453b91445d0aaf76bed
50,f697e431ae194ae9b614e3ce12ea1f65,Quito,En vigencia,5914d071686940449f34d413a5d429d4,03e673c07d8b45cdb0fc8d19f36f4144,8fc6809e4bf3468b8a5325ccf0d92558
51,fe478fe5a5a245cb82f3741abdb5ef3a,Sangolquí,En vigencia,2034ef5a5b294107bd48a046e2fc990d,c3ac9eaecc8b43af9ef6eac9ace1980d,fafe1b5cda054560b9c1f3fa8e75ef0b
52,63e0cfa9cc37478d9c5d3de0302034f5,Aloag,En vigencia,a1530e34e4844c93ac74d0fb9870ada5,faec35a6f50e43fbacedb13309c87525,62650822c0c44ab88406b50c8b9b3e41
53,1c9c8a5bb4c3413caf8d3686f602845b,Quito,En vigencia,567c67faa2ef4fe88714d05b20b62ecb,cf8890c649d440debb273b6dd8585dcb,23b9b467b2d6424ba333a6a703724f27
54,e5280918b4ef4efdbd7103c2220cb957,Quito,En vigencia,568c6084655547c595cc118dd5b59a43,f0fe6374a62549da9f02f3af69c55b30,84fbdb2bae29418bb49a981648e71e3c
55,41af282d12fe4aceb7b9b3f25d8c3431,Quito,En vigencia,45c7e342be294b3887943865884a0f80,b3a0fa759b6648f98ee3a5dcacf7479e,7de7c6158d9a4dacb721e4556661381a
56,58479680bc4041919d8be90f7a05a33b,Quito,En vigencia,f81cb46c6f66479a8b2f42cb626bb99d,7801156603b244c080b2c3f84be633a5,28ec415a94564aa1b5693f6fea57f0da
57,64d7871e31db4fbbae97119082d54a3e,Aloag,En vigencia,88f96e97f0d34b84b474eae53e8de595,b2d328a5080c405da74b322af8140680,46014f35e2c6477c8d7fce0bd21a5e39
58,368979c492624a96b9fdd13ba0fddf40,Quito,En vigencia,92d13b00fda34560a699dcc66cd4c9a8,822f2241cb2c49f9990fc5b6c88601fa,4bb3a26a45364441ae21cf47fb8ae7aa
59,e3b3c1baec7a43dea9a6117b53d0935a,Quito,En vigencia,20a46026cb744f2fb31c9f4c9c989834,20fb6fe62a5346a5b2b0c753da46bbc3,ebb23e8dab0544f79e125bf1371a27b0
60,04a4b56de3ca4098b329c374980c7ed9,Quito,En vigencia,93b68c0f1e9b44c8aff505cb3757cf64,971eea3224e84b79a6de08a57135b81a,1ea33eacdf9c4f37bed62b5cc7433bef
61,0e42a4189f4f44dba0faed9103140291,Quito,En vigencia,0cfb731f34c74367832d6412979b7a51,15075c2a70df4395ad264cddf44491cc,395066f4894442cbb7868cc3fcab6a5b
62,4389b0a847024ef3b5d5dcc1d4c5b4fe,Quito,En vigencia,e0ad22d69ebf414bba3ac0a054331df1,04e02c43c5b744f58b170d780c5d455e,1a5a3d14c4f74ea397ca24502ea0fcc5
63,117c827912064a139ec86fd3a0d6eba8,Sangolquí,En vigencia,db7b47402fcc459c8b59c5559183b331,d6877cec3c404c6c9552b40fdeec55c4,658c966ee4c54c58800098a04952ff1a
64,f0c5573cae52420fab6975411f343cf3,Quito,En vigencia,c05c05cdc832416a92079aba9f590881,3fc4e097e0174e2d8f9f85fb0f9bb932,98cc86da81bd479e8da0caebcd836f8b
65,240b00dd72614f14816183b508fc8099,Sangolquí,En vigencia,3e6cfef4475146b185723d8983bed538,1d67b12ae8084c38a206e963e0efab76,a78147c4d9454f839f6c38a0888b87ad
66,c644bf821b19424a8de6692fcff5f453,Quito,En vigencia,6dde7678ebfd4c069be2b283b4cab778,27b85814e169434eabc3a4021d34a681,44d911e0b2444f398432c4d2627442ee
67,c5484dcad8dc4684a38e2cc410f559e2,Quito,En vigencia,4f0ee9e5bcbc47bc96ec89f63642c673,7fbd111e4c484dfb9340485beb69fbb0,409ee6d70f574bf3a725b374795ce28f
68,62a82221b2f44e108791cad727623356,Quito,En vigencia,27ed8cf0432340ff81151e5ff43f39b5,968af26c58b64feaaf3719e3a9684004,21770703860f40d4a570b25bfb710e5b
69,a7df9f0e5fca42008873c384cc6ce861,Quito,En vigencia,11b4cf1284404cd7922ee2e3df808fa1,00727fb490a14a69bb8138f1ea1d751a,1b8347b7fbc943f6aef14d07fd5f10d9
70,bb74b3ed68324a729c51a58598f763c8,Quito,En vigencia,54affe45f2f242a6884f319121597995,3e54332cf90c44e69adcfe56e6155b0f,bd59a6785dbb4c249212f445cfe79b1a
