nbr_coor_id,var_coor_latitud,"var_coor_longitud"
1,0.29411443988736147,"78.39062205507643"
2,0.8652426804464635,"78.49096297585038"
3,0.750591701939268,"78.38156027089303"
4,0.6258724044439269,"78.12415908028323"
5,0.529579199469345,"78.5941930745011"
6,0.8019993153907261,"78.04042919502945"
7,0.2330579485611179,"78.904785531121"
8,0.07996458490009355,"78.33306249780576"
9,0.15231851596565588,"78.93682366597484"
10,0.8355343965670535,"78.14772907787055"
11,0.5094857728325028,"78.1701670335373"
12,0.07276046060482542,"78.08982154325487"
13,0.3934179069814984,"78.15369020613979"
14,0.6496405748234461,"78.35454360622415"
15,0.12933485527151548,"78.54922278071152"
16,0.49693164416914953,"78.05880386897645"
17,0.7803154385568851,"78.6097688569914"
18,0.47475796022047195,"78.02714255885887"
19,0.558305285093686,"78.17902217234442"
20,0.31360258708098454,"78.36416033401333"
21,0.03755638584732163,"78.3149190092167"
22,0.4814306959492794,"78.27877377120781"
23,0.3927722139115325,"78.04293527138628"
24,0.7680437382718165,"78.31157705878573"
25,0.7288871618661936,"78.42240256653207"
26,0.6112451387090775,"78.50992838485773"
27,0.1380112709518831,"78.61097511491191"
28,0.07869922601605965,"78.41581050469775"
29,0.6473046296789816,"78.58996713891274"
30,0.5184916569050338,"78.5895518035281"
31,0.5057921196059049,"78.27170252331999"
32,0.5483563843245046,"78.69914979319903"
33,0.141835761986546,"78.54138441825035"
34,0.5813173493136131,"78.53666274629062"
35,0.404968078114841,"78.63176177104954"
36,0.054418018407515,"78.35916526486788"
37,0.280602684813625,"78.36467440119907"
38,0.7828947499343414,"78.30787338070863"
39,0.2029569441758209,"78.97094580760357"
40,0.2594553054694777,"78.83518485834178"
41,0.3751549763677168,"78.81729151757574"
42,0.6703793408448931,"78.76863547640065"
43,0.08064733073711465,"78.52942048648963"
44,0.8786067441393544,"78.66217030780295"
45,0.021558653853801846,"78.23469074388645"
46,0.7144080378923324,"78.92113630669128"
47,0.25109607326332434,"78.17826678618927"
48,0.2890375363518187,"78.00423224895312"
49,0.4361866847505456,"78.7050551479152"
50,0.3906140122810684,"78.8027498911954"
51,0.048428254741715436,"78.35995110290469"
52,0.2411491180800782,"78.3189653104652"
53,0.5304396334990207,"78.43378661064702"
54,0.4728318931609714,"78.30995876306704"
55,0.24520012788903,"78.01485586658679"
56,0.05380679400159815,"78.00004465215645"
57,0.6980421888855499,"78.89635142657734"
58,0.3899782065275157,"78.67041333452873"
59,0.462990336317182,"78.61094933069906"
60,0.8854266706839875,"78.43735206634693"
61,0.7197277994455702,"78.38623041505994"
62,0.6041069585638005,"78.75768759900315"
63,0.8193599908422332,"78.2893683810594"
64,0.44054314313663334,"78.12879291789635"
65,0.6847971738795717,"78.91601184914376"
66,0.3036184497187753,"78.78850212345075"
67,0.5798997642577666,"78.78084124726053"
68,0.8823378116788035,"78.36414480913868"
69,0.04676044645310767,"78.34446990373972"
70,0.06675062298646886,"78.60363732758009"
71,0.8391515667471198,"78.02112617181335"
72,0.8751224213579235,"78.17741363629575"
73,0.5482494682836109,"78.81775489547007"
74,0.11650008561045386,"78.40316406173858"
75,0.7895536216426046,"78.85111527822333"
76,0.5704300234140101,"78.60181643581329"
77,0.10472858299279668,"78.11090083956641"
78,0.7717535704592153,"78.16282467810699"
79,0.2893007255045367,"78.13476228008139"
80,0.2935498452548106,"78.82434963673379"
81,0.4148336427996959,"78.81399400313624"
82,0.4423955737604944,"78.91988258307258"
83,0.1699040503479128,"78.66763118675117"
84,0.07616178915329926,"78.65932465684033"
85,0.3852326388953487,"78.37677313794742"
86,0.06902047803559204,"78.43051481491132"
87,0.6919773624979085,"78.84247446092206"
88,0.47647671603602476,"78.97101114423391"
